date/time,Bitcoin_interest_score,Crypto_interest_score,isPartial
2024-12-01,30,31,False
2024-12-02,39,36,False
2024-12-03,37,41,False
2024-12-04,37,37,False
2024-12-05,100,49,False
2024-12-06,63,36,False
2024-12-07,41,34,False
2024-12-08,40,40,False
2024-12-09,48,41,False
2024-12-10,56,36,False
2024-12-11,47,29,False
2024-12-12,40,30,False
2024-12-13,36,31,False
2024-12-14,34,27,False
2024-12-15,30,26,False
