date/time,Bitcoin_interest_score,Crypto_interest_score,isPartial
2024-11-01,23,14,False
2024-11-02,15,11,False
2024-11-03,17,14,False
2024-11-04,19,15,False
2024-11-05,21,15,False
2024-11-06,95,26,False
2024-11-07,59,27,False
2024-11-08,38,22,False
2024-11-09,34,17,False
2024-11-10,49,33,False
2024-11-11,75,33,False
2024-11-12,100,45,False
2024-11-13,69,32,False
2024-11-14,60,33,False
2024-11-15,47,26,False
